Sl.No.	key_word_eng	key_word_hin	word_forms_en	word_forms_hi	strongs_en	strongs_hi	references_en	
636	burntoffering	burntoffering	burnt offering, burnt offerings, offering by fire	होमबलि, हवन, अग्निदान	['H801', 'H5930', 'H7133', 'H8548', 'G3646']	['H801', 'H5930', 'H7133', 'H8548', 'G3646']	* [Exodus 40:5-7](rc://en/tn/help/exo/40/05)* [Genesis 08:20](rc://en/tn/help/gen/08/20)* [Genesis 22:1-3](rc://en/tn/help/gen/22/01)* [Leviticus 03:05](rc://en/tn/help/lev/03/05)* [Mark 12:33](rc://en/tn/help/mrk/12/33)	02040005. 02040006. 02040007. 01008020. 01022001. 01022002. 01022003. 03003005. 41012033. 
637	bury	bury	bury, buries, buried, burying, burial	मिट्टी देना, दबा देता है, गाड़े गए, मिट्टी दे, मिट्टी देने	['H6900', 'H6912', 'H6913', 'G1779', 'G1780', 'G2290', 'G4916', 'G5027']	['H6900', 'H6912', 'H6913', 'G1779', 'G1780', 'G2290', 'G4916', 'G5027']	* [2 Kings 09:9-10](rc://en/tn/help/2ki/09/09)* [Genesis 35:4-5](rc://en/tn/help/gen/35/04)* [Jeremiah 25:33](rc://en/tn/help/jer/25/33)* [Luke 16:22](rc://en/tn/help/luk/16/22)* [Matthew 27:07](rc://en/tn/help/mat/27/07)* [Psalm 079:1-3](rc://en/tn/help/psa/079/001)	12009009. 12009010. 01035004. 01035005. 24025033. 42016022. 40027007. None079001. None079002. None079003. 
638	camel	camel	camel, camels	ऊँट, ऊँटों	['H1581', 'G2574']	['H327', 'H1581', 'G2574']	* [1 Chronicles 05:21](rc://en/tn/help/1ch/05/21)* [2 Chronicles 09:1-2](rc://en/tn/help/2ch/09/01)* [Exodus 09:1-4](rc://en/tn/help/exo/09/01)* [Mark 10:25](rc://en/tn/help/mrk/10/25)* [Matthew 03:04](rc://en/tn/help/mat/03/04)* [Matthew 19:23-24](rc://en/tn/help/mat/19/23)	13005021. 14009001. 14009002. 02009001. 02009002. 02009003. 02009004. 41010025. 40003004. 40019023. 40019024. 
639	captive	captive	captive, captives, captivate, captivated, captivity, catch, captured	बन्दी बनाना, बन्दी, वश में करना, मोहित, बँधुआई	['H1123', 'H1473', 'H1540', 'H1546', 'H1547', 'H7617', 'H7622', 'H7628', 'H7633', 'H7686', 'G161', 'G162', 'G163', 'G164', 'G2221']	['H1123', 'H1473', 'H1540', 'H1546', 'H1547', 'H2925', 'H6808', 'H7617', 'H7622', 'H7628', 'H7633', 'H7686', 'H7870', 'G161', 'G162', 'G163', 'G164', 'G2221']	* [2 Corinthians 10:05](rc://en/tn/help/2co/10/05)* [Isaiah 20:04](rc://en/tn/help/isa/20/04)* [Jeremiah 43:03](rc://en/tn/help/jer/43/03)* [Luke 04:18](rc://en/tn/help/luk/04/18)	47010005. 23020004. 24043003. 42004018. 
640	castout	castout	cast out, casting out, driving out, throw out, throwing out	निकालना, निकाल दिया, बाहर निकालने, फेंक देना, फेंककर	['H1272', 'H1644', 'H1920', 'H3423', 'H7971', 'H7993', 'G1544']	['H1272', 'H1644', 'H1920', 'H3423', 'H7971', 'H7993', 'G1544']	* [Acts 07:17-19](rc://en/tn/help/act/07/17)* [Mark 03:13-16](rc://en/tn/help/mrk/03/13)* [Mark 09:29](rc://en/tn/help/mrk/09/29)* [Matthew 07:21-23](rc://en/tn/help/mat/07/21)* [Matthew 09:32-34](rc://en/tn/help/mat/09/32)* [Matthew 12:24](rc://en/tn/help/mat/12/24)* [Matthew 17:19-21](rc://en/tn/help/mat/17/19)	44007017. 44007018. 44007019. 41003013. 41003014. 41003015. 41003016. 41009029. 40007021. 40007022. 40007023. 40009032. 40009033. 40009034. 40012024. 40017019. 40017020. 40017021. 
641	caughtup	caughtup	caught up, caught up with, catch up with	उठा लिया, जा लिया, दौड़ गया	['H1692', 'G726']	['H1692', 'G726']	* [2 Corinthians 12:1-2](rc://en/tn/help/2co/12/01)* [Acts 08:39-40](rc://en/tn/help/act/08/39)	47012001. 47012002. 44008039. 44008040. 
642	cedar	cedar	cedar, cedars, cedarwood	देवदारू, देवदारों, देवदारू की लकड़ी	['H730']	['H730']	* [1 Chronicles 14:1-2](rc://en/tn/help/1ch/14/01)* [1 Kings 07:1-2](rc://en/tn/help/1ki/07/01)* [Isaiah 02:13](rc://en/tn/help/isa/02/13)* [Zechariah 11:02](rc://en/tn/help/zec/11/02)	13014001. 13014002. 11007001. 11007002. 23002013. 38011002. 
643	census	census	census	नाम लिखाई	['H3789', 'H5674', 'H5921', 'H6485', 'H7218', 'G582', 'G583']	['H3789', 'H5674', 'H5921', 'H6485', 'H7218', 'G582', 'G583']	* [Acts 05:37](rc://en/tn/help/act/05/37)* [Exodus 30:12](rc://en/tn/help/exo/30/12)* [Exodus 38:26](rc://en/tn/help/exo/38/26)* [Luke 02:03](rc://en/tn/help/luk/02/03)* [Numbers 04:1-4](rc://en/tn/help/num/04/01)	44005037. 02030012. 02038026. 42002003. 04004001. 04004002. 04004003. 04004004. 
644	chaff	chaff	chaff	भूसी	['H2842', 'H4671', 'H5784', 'H8401', 'G892']	['H2842', 'H4671', 'H5784', 'H8401', 'G892']	* [Daniel 02:35](rc://en/tn/help/dan/02/35)* [Job 21:18](rc://en/tn/help/job/21/18)* [Luke 03:17](rc://en/tn/help/luk/03/17)* [Matthew 03:12](rc://en/tn/help/mat/03/12)	27002035. 18021018. 42003017. 40003012. 
645	chariot	chariot	chariot, chariots, charioteers	रथ, रथों, रथियों	['H2021', 'H4817', 'H4818', 'H7393', 'H7395', 'H7398', 'G716', 'G4480']	['H668', 'H2021', 'H4817', 'H4818', 'H5699', 'H7393', 'H7395', 'H7396', 'H7398', 'G716', 'G4480']	* [1 Kings 09:22](rc://en/tn/help/1ki/09/22)* [2 Chronicles 18:28-30](rc://en/tn/help/2ch/18/28)* [Acts 08:29](rc://en/tn/help/act/08/29)* [Acts 08:38](rc://en/tn/help/act/08/38)* [Daniel 11:40-41](rc://en/tn/help/dan/11/40)* [Exodus 14:25](rc://en/tn/help/exo/14/25)* [Genesis 41:43](rc://en/tn/help/gen/41/43)	11009022. 14018028. 14018029. 14018030. 44008029. 44008038. 27011040. 27011041. 02014025. 01041043. 
646	cherubim	cherubim	cherub, cherubim, cherubs	करूब, करूबों, करूबों	['H3742', 'G5502']	['H3742', 'G5502']	* [1 Chronicles 13:06](rc://en/tn/help/1ch/13/06)* [1 Kings 06:23-26](rc://en/tn/help/1ki/06/23)* [Exodus 25:15-18](rc://en/tn/help/exo/25/15)* [Ezekiel 09:03](rc://en/tn/help/ezk/09/03)* [Genesis 03:22-24](rc://en/tn/help/gen/03/22)	13013006. 11006023. 11006024. 11006025. 11006026. 02025015. 02025016. 02025017. 02025018. 26009003. 01003022. 01003023. 01003024. 
647	chief	chief	chief, chiefs, officers	प्रधान, प्रधानों	['H47', 'H441', 'H5387', 'H5632', 'H6496', 'H7218', 'H7225', 'H7227', 'H7229', 'H7262', 'H8269', 'H8334', 'G749', 'G750', 'G754', 'G4410', 'G4413', 'G5506']	['H47', 'H441', 'H5057', 'H5387', 'H5632', 'H6496', 'H7218', 'H7225', 'H7227', 'H7229', 'H7262', 'H8269', 'H8334', 'G749', 'G750', 'G754', 'G4410', 'G4413', 'G5506']	* [Daniel 01:11-13](rc://en/tn/help/dan/01/11)* [Ezekiel 26:15-16](rc://en/tn/help/ezk/26/15)* [Luke 19:02](rc://en/tn/help/luk/19/02)* [Psalm 004:1](rc://en/tn/help/psa/004/1)	27001011. 27001012. 27001013. 26026015. 26026016. 42019002. 
648	chiefpriests	chiefpriests	chief priests	प्रधान याजकों	['H3548', 'H7218', 'G749']	['H3548', 'H7218', 'G749']	* [Acts 09:13-16](rc://en/tn/help/act/09/13)* [Acts 22:30](rc://en/tn/help/act/22/30)* [Acts 26:12-14](rc://en/tn/help/act/26/12)* [Luke 20:01](rc://en/tn/help/luk/20/01)* [Mark 08:31](rc://en/tn/help/mrk/08/31)* [Matthew 16:21](rc://en/tn/help/mat/16/21)* [Matthew 26:3-5](rc://en/tn/help/mat/26/03)* [Matthew 26:59](rc://en/tn/help/mat/26/59)* [Matthew 27:41-42](rc://en/tn/help/mat/27/41)	44009013. 44009014. 44009015. 44009016. 44022030. 44026012. 44026013. 44026014. 42020001. 41008031. 40016021. 40026003. 40026004. 40026005. 40026059. 40027041. 40027042. 
649	chronicles	chronicles	chronicles	इतिहास	['H1697']	['H1697']	* [1 Chronicles 27:24](rc://en/tn/help/1ch/27/24)* [2 Chronicles 33:19](rc://en/tn/help/2ch/33/19)* [Esther 10:1-2](rc://en/tn/help/est/10/01)	13027024. 14033019. 17010001. 17010002. 
650	citizen	citizen	citizen, citizens, citizenship	निवासी, निवासियों, citizenship	['H6440', 'G4175', 'G4177', 'G4847']	['H6440', 'G4175', 'G4177', 'G4847']	* [Acts 21:39-40](rc://en/tn/help/act/21/39)* [Isaiah 03:03](rc://en/tn/help/isa/03/03)* [Luke 15:15](rc://en/tn/help/luk/15/15)* [Luke 19:14](rc://en/tn/help/luk/19/14)	44021039. 44021040. 23003003. 42015015. 42019014. 
651	clan	clan	clan, clans	कुल, कुलों	['H1', 'H441', 'H1004', 'H4940']	['H1', 'H441', 'H1004', 'H4940']	* [1 Chronicles 06:33-35](rc://en/tn/help/1ch/06/33)* [Genesis 10:2-5](rc://en/tn/help/gen/10/02)* [Genesis 36:15-16](rc://en/tn/help/gen/36/15)* [Genesis 36:29-30](rc://en/tn/help/gen/36/29)* [Genesis 36:40](rc://en/tn/help/gen/36/40)* [Joshua 15:20](rc://en/tn/help/jos/15/20)* [Numbers 03:38-39](rc://en/tn/help/num/03/38)	13006033. 13006034. 13006035. 01010002. 01010003. 01010004. 01010005. 01036015. 01036016. 01036029. 01036030. 01036040. 06015020. 04003038. 04003039. 
652	clothed	clothed	clothe, clothed, clothes, clothing, unclothed, garments	पहनाना, पहनना, वस्त्र, अंगरखा, उतारना	['H899', 'H3680', 'H3736', 'H3830', 'H3847', 'H3848', 'H4055', 'H4374', 'H5497', 'H8008', 'H8071', 'H8516', 'G294', 'G1463', 'G1562', 'G1737', 'G1742', 'G1746', 'G1902', 'G2066', 'G2224', 'G2439', 'G2440', 'G4016', 'G4749', 'G5509']	['H899', 'H1545', 'H3680', 'H3736', 'H3830', 'H3847', 'H3848', 'H4055', 'H4346', 'H4374', 'H5497', 'H8008', 'H8071', 'H8516', 'G294', 'G1463', 'G1562', 'G1737', 'G1742', 'G1746', 'G1902', 'G2066', 'G2439', 'G2440', 'G3608', 'G4016', 'G4470', 'G4616', 'G4683', 'G4749', 'G5509', 'G6005']	* [Luke 24:49](rc://en/tn/help/luk/24/49)	42024049
653	comfort	comfort	comfort, comforts, comforted, comforting, comforter, comforters, uncomforted	शान्ति, शान्ति, शान्ति दी, शान्तिदायक, शान्ति देनेवाला, शान्ति देनेवाले, शान्ति नहीं मिली	['H2505', 'H5150', 'H5162', 'H5165', 'H5564', 'H8575', 'G302', 'G3870', 'G3874', 'G3875', 'G3888', 'G3890', 'G3931']	['H2505', 'H5150', 'H5162', 'H5165', 'H5564', 'H8575', 'G302', 'G2174', 'G3870', 'G3874', 'G3875', 'G3888', 'G3890', 'G3931']	* [1 Thessalonians 05:8-11](rc://en/tn/help/1th/05/08)* [2 Corinthians 01:04](rc://en/tn/help/2co/01/04)* [2 Samuel 10:1-3](rc://en/tn/help/2sa/10/01)* [Acts 20:11-12](rc://en/tn/help/act/20/11)	52005008. 52005009. 52005010. 52005011. 47001004. 10010001. 10010002. 10010003. 44020011. 44020012. 
654	commander	commander	commander, commanders, leader, leaders	सेनापति, सरदारों	['H2710', 'H2951', 'H1169', 'H4929', 'H5057', 'H6346', 'H7101', 'H7262', 'H7218', 'H7227', 'H7229', 'H7990', 'H8269', 'G5506']	['H2710', 'H2951', 'H1169', 'H4929', 'H5057', 'H6346', 'H7101', 'H7262', 'H7218', 'H7227', 'H7229', 'H7990', 'H8269', 'G5506']	* [1 Chronicles 11:4-6](rc://en/tn/help/1ch/11/04)* [2 Chronicles 11:11-12](rc://en/tn/help/2ch/11/11)* [Daniel 02:14](rc://en/tn/help/dan/02/14)* [Mark 06:21-22](rc://en/tn/help/mrk/06/21)* [Proverbs 06:07](rc://en/tn/help/pro/06/07)	13011004. 13011005. 13011006. 14011011. 14011012. 27002014. 41006021. 41006022. 20006007. 
655	commit	commit	commit, commits, committed, committing, commitment	करना, करता है, किया है, करते, प्रतिज्ञा	['H539', 'H817', 'H1361', 'H1497', 'H1500', 'H1540', 'H1556', 'H2181', 'H2388', 'H2398', 'H2399', 'H2403', 'H4560', 'H4603', 'H5003', 'H5753', 'H5766', 'H5771', 'H6213', 'H6466', 'H7683', 'H7760', 'H7847', 'G264', 'G2038', 'G2716', 'G3429', 'G3431', 'G3860', 'G3872', 'G3908', 'G4102', 'G4160', 'G4203']	['H539', 'H817', 'H1361', 'H1497', 'H1500', 'H1540', 'H1556', 'H2181', 'H2388', 'H2398', 'H2399', 'H2403', 'H4560', 'H4603', 'H5003', 'H5753', 'H5766', 'H5771', 'H6213', 'H6466', 'H7683', 'H7760', 'H7847', 'G264', 'G2038', 'G2716', 'G3429', 'G3431', 'G3860', 'G3872', 'G3908', 'G4102', 'G4160', 'G4203']	* [1 Chronicles 28:07](rc://en/tn/help/1ch/28/07)* [1 Peter 02:21-23](rc://en/tn/help/1pe/02/21)* [Jeremiah 02:12-13](rc://en/tn/help/jer/02/12)* [Matthew 13:41](rc://en/tn/help/mat/13/41)* [Psalm 058:02](rc://en/tn/help/psa/058/02)	13028007. 60002021. 60002022. 60002023. 24002012. 24002013. 40013041. None058002. 
656	companion	companion	companion, companions, fellow worker, fellow workers, friend	साथी, संगी	['H251', 'H441', 'H2269', 'H2270', 'H2273', 'H2278', 'H3674', 'H3675', 'H4828', 'H7453', 'H7462', 'H7464', 'G2844', 'G3353', 'G4898', 'G4904']	['H251', 'H441', 'H2269', 'H2270', 'H2271', 'H2273', 'H2278', 'H3674', 'H3675', 'H4828', 'H7453', 'H7462', 'H7464', 'G2844', 'G3353', 'G4791', 'G4898', 'G4904']	* [Ezekiel 37:16](rc://en/tn/help/ezk/37/16)* [Hebrews 01:09](rc://en/tn/help/heb/01/09)* [Proverbs 02:17](rc://en/tn/help/pro/02/17)* [Psalms 038:11-12](rc://en/tn/help/psa/038/011)	26037016. 58001009. 20002017. 19038011. 19038012. 
657	conceive	conceive	conceive, conceives, conceived, conception	गर्भ धारण, गर्भवती, गर्भवती, गर्भवती होना	['H2029', 'H2030', 'H2032', 'H2232', 'H2254', 'H2803', 'H3179', 'G1080', 'G1722', 'G2845', 'G4815']	['H2029', 'H2030', 'H2032', 'H2232', 'H2254', 'H2803', 'H3179', 'G1080', 'G1722', 'G2602', 'G2845', 'G4815']	* [Genesis 21:1-4](rc://en/tn/help/gen/21/01)* [Hosea 02:4-5](rc://en/tn/help/hos/02/04)* [Job 15:35](rc://en/tn/help/job/15/35)* [Luke 01:24-25](rc://en/tn/help/luk/01/24)* [Luke 02:21](rc://en/tn/help/luk/02/21)	01021001. 01021002. 01021003. 01021004. 28002004. 28002005. 18015035. 42001024. 42001025. 42002021. 
658	concubine	concubine	concubine, concubines	रखैल, रखैलियों	['H3904', 'H6370']	['H3904', 'H6370']	* [2 Samuel 03:07](rc://en/tn/help/2sa/03/07)* [Genesis 22:24](rc://en/tn/help/gen/22/24)* [Genesis 25:5-6](rc://en/tn/help/gen/25/05)* [Genesis 35:21-22](rc://en/tn/help/gen/35/21)* [Genesis 36:12](rc://en/tn/help/gen/36/12)* [Judges 19:1-2](rc://en/tn/help/jdg/19/01)	10003007. 01022024. 01025005. 01025006. 01035021. 01035022. 01036012. 07019001. 07019002. 
659	confidence	confidence	confidence, confident, confidently	भरोसा, भरोसा करना, आत्मविश्वास से	['H982', 'H983', 'H986', 'H3689', 'H3690', 'H4009', 'G2292', 'G3954', 'G3982', 'G4006', 'G5287']	['H982', 'H983', 'H985', 'H986', 'H3689', 'H3690', 'H4009', 'G1340', 'G2292', 'G3954', 'G3982', 'G4006', 'G5287']	{{topic>confidence&nocomments}}	
660	confirm	confirm	confirm, confirms, confirmed, confirmation, guaranteed	दृढ़ करने, दृढ़ करता, पक्की की, प्रमाण देने	['H559', 'H1396', 'H3045', 'H3559', 'H4390', 'H4672', 'H5414', 'H5975', 'H6213', 'H6965', 'G950', 'G951', 'G3315', 'G4972']	['H553', 'H559', 'H1396', 'H3045', 'H3559', 'H4390', 'H4672', 'H5414', 'H5975', 'H6213', 'H6965', 'G950', 'G951', 'G1991', 'G2964', 'G3315', 'G4300', 'G4972']	* [1 Chronicles 16:15-18](rc://en/tn/help/1ch/16/15)* [2 Corinthians 01:21](rc://en/tn/help/2co/01/21)* [2 Kings 23:3](rc://en/tn/help/2ki/23/03)* [Hebrews 06:16-18](rc://en/tn/help/heb/06/16)	13016015. 13016016. 13016017. 13016018. 47001021. 58006016. 58006017. 58006018. 
661	consume	consume	consume, consumes, consumed, consuming	भस्म कर देगा, खाए, भस्म किया, भस्म करती जाएगी	['H398', 'H1086', 'H1104', 'H1197', 'H2628', 'H3615', 'H3617', 'H3857', 'H4529', 'H5595', 'H8046', 'H8552', 'G355', 'G2068', 'G2618', 'G2654', 'G2719', 'G5315']	['H398', 'H402', 'H1086', 'H1104', 'H1197', 'H1497', 'H1846', 'H2000', 'H2628', 'H3615', 'H3617', 'H3631', 'H3857', 'H4127', 'H4529', 'H4743', 'H5486', 'H5487', 'H5595', 'H6244', 'H6789', 'H7332', 'H7646', 'H7829', 'H8046', 'H8552', 'G355', 'G1159', 'G2618', 'G2654', 'G2719', 'G5315', 'G5723']	* [1 Kings 18:38-40](rc://en/tn/help/1ki/18/38)* [Deuteronomy 07:16](rc://en/tn/help/deu/07/16)* [Jeremiah 03:23-25](rc://en/tn/help/jer/03/23)* [Job 07:09](rc://en/tn/help/job/07/09)* [Numbers 11:1-3](rc://en/tn/help/num/11/01)	11018038. 11018039. 11018040. 05007016. 24003023. 24003024. 24003025. 18007009. 04011001. 04011002. 04011003. 
662	contempt	contempt	contempt, contemptible, not worth listening to	तुच्छ जाने, तुच्छ	['H936', 'H937', 'H959', 'H963', 'H1860', 'H7043', 'H7589', 'H5006', 'G1848']	['H936', 'H937', 'H959', 'H963', 'H1860', 'H7043', 'H7589', 'H5006', 'G1848']	* [Daniel 12:1-2](rc://en/tn/help/dan/12/01)* [Proverbs 15:5-6](rc://en/tn/help/pro/15/05)* [Psalms 031:18](rc://en/tn/help/psa/031/18)	27012001. 27012002. 20015005. 20015006. 19031018. 
663	corrupt	corrupt	corrupt, corrupts, corrupted, corrupting, corruption, corruptly, incorruptibility, depraved	बिगड़कर, नाश होती है, बिगड़ गए, भ्रष्ट, सड़ाहट, बिगड़ गए	['H2610', 'H3891', 'H4889', 'H7843', 'H7844', 'G861', 'G1311', 'G2704', 'G3394', 'G5351', 'G5356']	['H1097', 'H1605', 'H2254', 'H2610', 'H4167', 'H4743', 'H4889', 'H4893', 'H7843', 'H7844', 'H7845', 'G853', 'G862', 'G1311', 'G1312', 'G2585', 'G2704', 'G4550', 'G4595', 'G5349', 'G5351', 'G5356']	* [Ezekiel 20:42-44](rc://en/tn/help/ezk/20/42)* [Galatians 06:6-8](rc://en/tn/help/gal/06/06)* [Genesis 06:12](rc://en/tn/help/gen/06/12)* [Matthew 12:33-35](rc://en/tn/help/mat/12/33)* [Psalm 014:1](rc://en/tn/help/psa/014/1)	26020042. 26020043. 26020044. 48006006. 48006007. 48006008. 01006012. 40012033. 40012034. 40012035. 
664	council	council	council, councils	महासभा, सभाओं	['H4186', 'H5475', 'G1010', 'G4824', 'G4892']	['H4186', 'H5475', 'H7277', 'G1010', 'G4824', 'G4892']	* [Acts 07:57-58](rc://en/tn/help/act/07/57)* [Acts 24:20](rc://en/tn/help/act/24/20)* [John 03:02](rc://en/tn/help/jhn/03/02)* [Luke 22:68](rc://en/tn/help/luk/22/68)* [Mark 13:09](rc://en/tn/help/mrk/13/09)* [Matthew 05:22](rc://en/tn/help/mat/05/22)* [Matthew 26:59](rc://en/tn/help/mat/26/59)	44007057. 44007058. 44024020. 43003002. 42022068. 41013009. 40005022. 40026059. 
665	counselor	counselor	advice, advise, advised, advisor, advisors, counsel, counselor, counselors, counsels	सम्मति, सम्मति, सम्मति दी, मंत्री, सम्मति देनेवालों, युक्ति , युक्ति करनेवाला, मंत्रियों, सम्मति दी	['H1697', 'H1847', 'H1875', 'H1884', 'H1907', 'H3272', 'H3289', 'H3982', 'H4156', 'H4431', 'H5475', 'H5779', 'H6440', 'H6963', 'H6098', 'H7592', 'H8458', 'G1011', 'G1012', 'G1106', 'G4823', 'G4825']	['H1697', 'H1847', 'H1875', 'H1884', 'H1907', 'H2940', 'H3245', 'H3272', 'H3289', 'H3982', 'H4156', 'H4431', 'H5475', 'H5779', 'H5843', 'H6440', 'H6963', 'H6098', 'H7592', 'H8458', 'G1010', 'G1011', 'G1012', 'G1106', 'G4823', 'G4824', 'G4825']		
666	courage	courage	courage, courageous, encourage, encouraged, encouragement, take courage, discourage, discouraged, discouragement, discouraging, bravest	हियाव, हियाव बांधे, प्रोत्साहित, प्रोत्साहन, ढाढ़स बाँधो, उदास, निरुत्साहित, उदास करना, discouraging	['H533', 'H553', 'H1368', 'H2388', 'H2388', 'H2428', 'H3820', 'H3824', 'H7307', 'G2114', 'G2115', 'G2174', 'G2292', 'G2293', 'G2294', 'G3870', 'G3874', 'G3954', 'G4389', 'G4837', 'G5111']	['H533', 'H553', 'H1368', 'H2388', 'H2388', 'H2428', 'H3820', 'H3824', 'H7307', 'G2114', 'G2115', 'G2174', 'G2292', 'G2293', 'G2294', 'G3870', 'G3874', 'G3954', 'G4389', 'G4837', 'G5111']	* [Deuteronomy 01:37-38](rc://en/tn/help/deu/01/37)* [2 Kings 18:19-21](rc://en/tn/help/2ki/18/19)* [1 Chronicles 17:25](rc://en/tn/help/1ch/17/25)* [Matthew 09:20-22](rc://en/tn/help/mat/09/20)* [1 Corinthians 14:1-4](rc://en/tn/help/1co/14/01)* [2 Corinthians 07:13](rc://en/tn/help/2co/07/13)* [Acts 05:12-13](rc://en/tn/help/act/05/12)* [Acts 16:40](rc://en/tn/help/act/16/40)* [Hebrews 03:12-13](rc://en/tn/help/heb/03/12)* [Hebrews 13:5-6](rc://en/tn/help/heb/13/05)	05001037. 05001038. 12018019. 12018020. 12018021. 13017025. 40009020. 40009021. 40009022. 46014001. 46014002. 46014003. 46014004. 47007013. 44005012. 44005013. 44016040. 58003012. 58003013. 58013005. 58013006. 
667	courtyard	courtyard	court, courts, courtyard, courtyards	आँगन, आँगनों, आँगन, आँगनों	['H1004', 'H1508', 'H2691', 'H5835', 'H7339', 'H8651', 'G833', 'G4259']	['H1004', 'H1508', 'G2681', 'H2691', 'H5835', 'H6503', 'H7339', 'G833', 'G933', 'G4259']	* [2 Kings 20:4-5](rc://en/tn/help/2ki/20/04)* [Exodus 27:09](rc://en/tn/help/exo/27/09)* [Jeremiah 19:14-15](rc://en/tn/help/jer/19/14)* [Luke 22:55](rc://en/tn/help/luk/22/55)* [Matthew 26:69-70](rc://en/tn/help/mat/26/69)* [Numbers 03:26](rc://en/tn/help/num/03/26)* [Psalms 065:4](rc://en/tn/help/psa/065/4)	12020004. 12020005. 02027009. 24019014. 24019015. 42022055. 40026069. 40026070. 04003026. 
668	cow	cow	cow, cows, bull, bulls, calf, calves, cattle, heifer, ox, oxen	गाय, गायें, बैल, बैलों, बछड़ा, बछड़ों, पशुओं, बछिया, बैल, बैलों	['H47', 'H441', 'H504', 'H929', 'H1165', 'H1241', 'H4399', 'H4735', 'H4806', 'H5695', 'H5697', 'H6499', 'H6629', 'H7214', 'H7716', 'H7794', 'H7921', 'H8450', 'G1016', 'G1151', 'G2353', 'G2934', 'G3447', 'G3448', 'G5022']	['H47', 'H441', 'H504', 'H929', 'H1165', 'H1241', 'H1241', 'H1241', 'H4399', 'H4735', 'H4806', 'H5695', 'H5697', 'H5697', 'H6499', 'H6499', 'H6510', 'H6510', 'H6629', 'H7214', 'H7716', 'H7794', 'H7794', 'H7921', 'H8377', 'H8377', 'H8450', 'H8450', 'G1016', 'G1151', 'G2353', 'G2934', 'G3447', 'G3448', 'G4165', 'G5022', 'G5022']	* [Genesis 15:9-11](rc://en/tn/help/gen/15/09)* [Exodus 24:5-6](rc://en/tn/help/exo/24/05)* [Numbers 19:1-2](rc://en/tn/help/num/19/01)* [Deuteronomy 21:3-4](rc://en/tn/help/deu/21/03)* [1 Samuel 01:24-25](rc://en/tn/help/1sa/01/24)* [1 Samuel 15:03](rc://en/tn/help/1sa/15/03)* [1 Samuel 16:2-3](rc://en/tn/help/1sa/16/02)* [1 Kings 01:09](rc://en/tn/help/1ki/01/09)* [2 Chronicles 11:15](rc://en/tn/help/2ch/11/15)* [2 Chronicles 15:10-11](rc://en/tn/help/2ch/15/10)* [Matthew 22:4](rc://en/tn/help/mat/22/4)* [Luke 13:15](rc://en/tn/help/luk/13/15)* [Luke 14:05](rc://en/tn/help/luk/14/05)* [Hebrews 09:13](rc://en/tn/help/heb/09/13)	01015009. 01015010. 01015011. 02024005. 02024006. 04019001. 04019002. 05021003. 05021004. 09001024. 09001025. 09015003. 09016002. 09016003. 11001009. 14011015. 14015010. 14015011. 42013015. 42014005. 58009013. 
